time,OD
0.0,0.014177271900095108
0.5142857142857142,0.001
1.0285714285714285,0.001
1.5428571428571427,0.013937224717382471
2.057142857142857,0.02476933159990821
2.571428571428571,0.01342736562379941
3.0857142857142854,0.00816493485181949
3.5999999999999996,0.007836006726649084
4.114285714285714,0.001
4.628571428571428,0.009760568648960365
5.142857142857142,0.022602828100667844
5.657142857142857,0.06294498016360742
6.171428571428571,0.06162814763493251
6.685714285714285,0.03617760730923763
7.199999999999999,0.09921189406796048
7.7142857142857135,0.11189072462116473
8.228571428571428,0.1394538912881919
8.742857142857142,0.20601105865312186
9.257142857142856,0.2631160772686166
9.77142857142857,0.3178088881589863
10.285714285714285,0.346377981841254
10.799999999999999,0.42674970078501473
11.314285714285713,0.5128556607170365
11.828571428571427,0.5997777707499773
12.342857142857142,0.6425618159404135
12.857142857142856,0.7155801997370465
13.37142857142857,0.7576772665382208
13.885714285714284,0.8086651099628054
14.399999999999999,0.8935961199121113
14.914285714285713,0.9415138778316995
15.428571428571427,0.9430008172035169
15.942857142857141,0.9884980904550941
16.457142857142856,0.9945577824080752
16.971428571428568,0.9891590636206168
17.485714285714284,1.020689111606109
18.0,1.0529859620711384
