time,OD
0.0,0.016746088631151696
0.5142857142857142,0.07655131106874785
1.0285714285714285,0.001
1.5428571428571427,0.06059885941553864
2.057142857142857,0.04144951769570905
2.571428571428571,0.03579050432413153
3.0857142857142854,0.05881999105427987
3.5999999999999996,0.001
4.114285714285714,0.07210301257688384
4.628571428571428,0.10764992890904815
5.142857142857142,0.16477566227480067
5.657142857142857,0.11560136135997284
6.171428571428571,0.12914471116283854
6.685714285714285,0.16674456241631458
7.199999999999999,0.2464329034272672
7.7142857142857135,0.25915124166653836
8.228571428571428,0.26531224136597875
8.742857142857142,0.34061997288140555
9.257142857142856,0.36692475970225935
9.77142857142857,0.439708717274381
10.285714285714285,0.4241583372880058
10.799999999999999,0.48002048024945665
11.314285714285713,0.5195595726266006
11.828571428571427,0.5221637999566708
12.342857142857142,0.6215540482773149
12.857142857142856,0.6553691698944568
13.37142857142857,0.6585374277706605
13.885714285714284,0.6504204685969479
14.399999999999999,0.6054022679912314
14.914285714285713,0.6330857828159339
15.428571428571427,0.6257814940249625
15.942857142857141,0.5972930152859793
16.457142857142856,0.6054447574749877
16.971428571428568,0.609513220586442
17.485714285714284,0.6446227497396305
18.0,0.5672363587874236
